Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0
17,Red Bryant,30,JAX,LDE,16,16,0,0,0,0,0,1,0,0,0,0,1.0,23,15,8,2.0,2.0,0,
18,Miles Burris,26,OAK,MLB,16,16,0,0,0,0,1,0,0,0,0,0,0.0,109,76,33,4.0,1.0,0,
19,Brandon Carr,28,DAL,LCB,16,16,0,0,0,0,7,0,0,1,0,0,1.0,54,45,9,2.0,3.0,0,
20,Derek Carr,23,OAK,QB,16,16,0,0,0,0,0,0,10,4,-30,0,0.0,0,0,0,0.0,0.0,0,
21,Jurrell Casey,25,TEN,RDE,16,16,0,0,0,0,0,0,0,0,0,0,5.0,68,46,22,13.0,18.0,0,
22,Chris Chester,31,WAS,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
23,Barry Church,26,DAL,SS,16,16,2,49,0,45,6,2,0,1,-1,0,0.0,97,77,20,2.0,0.0,0,
24,Ryan Clady,28,DEN,LT,16,16,0,0,0,0,0,0,0,1,-2,0,0.0,0,0,0,0.0,0.0,0,PB
25,Chris Clemons,33,JAX,RDE,16,16,0,0,0,0,3,4,0,1,0,0,8.0,36,27,9,6.0,10.0,0,
26,Randall Cobb,24,GNB,WR,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
27,Riley Cooper,27,PHI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
28,Fletcher Cox,24,PHI,LDE,16,16,0,0,0,0,0,1,0,3,21,1,4.0,61,48,13,8.0,7.0,0,AP-2
29,Antonio Cromartie,30,ARI,RCB,16,16,3,65,0,40,10,0,0,1,14,1,0.0,49,44,5,3.0,0.0,0,PB
30,Andy Dalton,27,CIN,QB,16,16,0,0,0,0,0,0,3,1,-5,0,0.0,0,0,0,0.0,0.0,0,PB
31,Mike Daniels,25,GNB,RDE,16,16,0,0,0,0,0,0,0,0,0,0,5.5,41,29,12,8.0,17.0,0,
32,Demario Davis,25,NYJ,LILB,16,16,0,0,0,0,5,0,0,2,0,0,3.5,116,79,37,5.0,5.0,0,
33,Demar Dotson,29,TAM,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
34,Carlos Dunlap,25,CIN,LDE,16,16,0,0,0,0,5,2,0,1,0,0,8.0,66,40,26,16.0,28.0,0,
35,Jahri Evans,31,NOR,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
36,Joe Flacco,29,BAL,QB,16,16,0,0,0,0,0,0,5,3,-5,0,0.0,0,0,0,0.0,0.0,0,
37,Matt Forte,29,CHI,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
38,Wallace Gilberry,30,CIN,RDE,16,16,0,0,0,0,2,0,0,1,0,0,1.5,48,19,29,4.0,13.0,0,
39,Marcus Gilchrist,26,SDG,SS,16,16,1,4,0,4,5,2,0,0,0,0,1.0,76,59,17,7.0,1.0,0,
40,Frank Gore,31,SFO,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,,,0,
41,Everson Griffen,27,MIN,RDE,16,16,0,0,0,0,3,1,0,0,0,0,12.0,58,41,17,14.0,24.0,0,
42,Michael Griffin,29,TEN,FS,16,16,2,12,0,12,5,0,0,0,0,0,3.0,112,85,27,6.0,3.0,0,
43,Brent Grimes,31,MIA,LCB,16,16,5,80,1,32,12,1,0,0,0,0,0.0,57,47,10,1.0,0.0,0,"PB,AP-2"
44,Letroy Guion,27,GNB,NT,16,16,0,0,0,0,1,1,0,0,0,0,3.5,32,21,11,8.0,9.0,0,
45,Tamba Hali,31,KAN,ROLB,16,16,0,0,0,0,0,3,0,1,0,0,6.0,59,47,12,7.0,11.0,0,PB
46,Johnathan Hankins,22,NYG,RDT,16,16,0,0,0,0,3,1,0,0,0,0,7.0,51,30,21,8.0,12.0,0,
47,Roman Harper,32,CAR,SS,16,16,4,43,1,31,10,1,0,0,0,0,1.0,62,39,23,0.0,1.0,0,
48,Chris Harris Jr.,25,DEN,RCB,16,16,3,52,0,38,17,1,0,1,0,0,1.0,55,51,4,5.0,1.0,0,"PB,AP-2,AP CPoY-4"
49,David Harris,30,NYJ,RILB,16,16,0,0,0,0,3,2,0,0,0,0,5.5,123,71,52,6.0,6.0,0,
50,Damon Harrison,26,NYJ,NT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,55,30,25,0.0,2.0,0,
51,Brian Hartline,28,MIA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
52,Nick Hayden,28,DAL,LDT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,38,17,21,2.0,4.0,0,
53,Seantrel Henderson,22,BUF,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
54,Cameron Heyward,25,PIT,LDE,16,16,0,0,0,0,4,0,0,0,0,0,7.5,53,33,20,11.0,16.0,0,
55,DeAndre Hopkins,22,HOU,WR,16,16,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0.0,0.0,0,
56,Justin Houston,25,KAN,LOLB,16,16,0,0,0,0,5,4,0,0,0,0,22.0,69,60,9,23.0,25.0,0,"PB,AP-1"
57,Jerry Hughes,26,BUF,RDE,16,16,0,0,0,0,0,3,0,1,18,1,10.0,53,36,17,13.0,20.0,0,
58,George Iloka,24,CIN,SS,16,16,3,58,0,28,10,0,0,0,0,0,0.0,74,48,26,2.0,2.0,0,
59,D'Qwell Jackson,31,IND,MLB,16,16,0,0,0,0,1,1,0,4,35,1,4.0,138,81,57,9.0,5.0,0,PB
60,Tyson Jackson,28,ATL,RDT,16,16,0,0,0,0,3,0,0,0,0,0,0.0,22,10,12,2.0,2.0,0,
61,Vincent Jackson,31,TAM,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
62,Ja'Wuan James,22,MIA,RT/LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
63,Alshon Jeffery,24,CHI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
64,Malcolm Jenkins,27,PHI,FS,16,16,3,67,1,53,15,1,0,1,0,0,0.0,80,64,16,3.0,0.0,0,
65,Tim Jennings,31,CHI,LCB,16,16,0,0,0,0,7,1,0,1,17,0,0.0,51,37,14,2.0,0.0,0,
66,John Jerry,28,NYG,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
67,Luke Joeckel,23,JAX,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0.0,0.0,0,
68,Charles Johnson,28,CAR,LDE,16,16,0,0,0,0,2,3,0,1,0,0,8.5,41,29,12,9.0,14.0,0,
69,Rashad Johnson,28,ARI,FS,16,16,4,146,2,88,8,0,0,1,0,0,1.0,92,75,17,2.0,2.0,0,
70,Jason Jones,28,DET,RDE,16,16,0,0,0,0,3,2,0,0,0,0,5.0,22,14,8,5.0,17.0,0,
71,Cameron Jordan,25,NOR,RDE,16,16,1,6,0,6,5,0,0,1,0,0,7.5,51,32,19,8.0,10.0,0,
72,Johnathan Joseph,30,HOU,RCB,16,16,2,85,1,60,11,2,0,2,73,0,0.0,75,70,5,1.0,0.0,0,
73,Linval Joseph,26,MIN,RDT,16,16,0,0,0,0,1,0,0,0,0,0,3.0,47,28,19,5.0,10.0,0,
74,Colin Kaepernick,27,SFO,QB,16,16,0,0,0,0,0,0,8,3,-6,0,0.0,0,0,0,0.0,0.0,0,
75,Ryan Kalil,29,CAR,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
76,Ryan Kerrigan,26,WAS,LOLB,16,16,0,0,0,0,1,5,0,1,0,0,13.5,64,51,13,18.0,19.0,0,
77,Terrance Knighton,28,DEN,RDT,16,16,0,0,0,0,3,0,0,0,0,0,2.0,30,18,12,4.0,7.0,0,
78,Luke Kuechly,23,CAR,MLB,16,16,1,0,0,0,12,1,0,1,0,0,3.0,153,99,54,9.0,4.0,0,"PB,AP-1"
79,Eddie Lacy,24,GNB,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
80,T.J. Lang,27,GNB,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
81,James Laurinaitis,28,STL,MLB,16,16,0,0,0,0,2,0,0,2,17,0,3.5,110,81,29,4.0,6.0,0,
82,Andy Levitre,28,TEN,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
83,DeAndre Levy,27,DET,RLB,16,16,1,13,0,13,4,0,0,0,0,0,2.5,151,117,34,16.0,4.0,1,AP-2
84,Keenan Lewis,28,NOR,LCB,16,16,2,2,0,2,13,0,0,0,0,0,0.0,40,37,3,1.0,0.0,0,
85,Kendrick Lewis,26,HOU,FS,16,16,2,32,1,27,6,3,0,1,0,0,0.0,84,52,32,4.0,1.0,0,
86,Kory Lichtensteiger,29,WAS,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0,
87,Corey Linsley,23,GNB,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
88,Corey Liuget,24,SDG,RDE,16,16,0,0,0,0,2,2,0,2,0,1,4.5,57,45,12,13.0,9.0,0,
89,Curtis Lofton,28,NOR,RILB,16,16,0,0,0,0,1,1,0,1,0,0,0.0,144,99,45,5.0,4.0,0,
90,Bennie Logan,25,PHI,NT,16,16,0,0,0,0,1,1,0,0,0,0,0.0,58,46,12,8.0,1.0,0,
91,Andrew Luck,25,IND,QB,16,16,0,0,0,0,0,0,13,4,-30,0,0.0,0,0,0,0.0,0.0,0,PB
92,Khalil Mack,23,OAK,RLB,16,16,0,0,0,0,3,1,0,0,0,0,4.0,76,59,17,16.0,12.0,0,AP DRoY-3
93,Eli Manning,33,NYG,QB,16,16,0,0,0,0,0,0,7,0,0,0,0.0,0,0,0,,,0,
94,Peyton Manning,38,DEN,QB,16,16,0,0,0,0,0,0,5,1,-11,0,0.0,0,0,0,0.0,0.0,0,PB
95,Sen'Derrick Marks,27,JAX,RDT,16,16,0,0,0,0,3,0,0,1,0,0,8.5,44,34,10,15.0,17.0,0,
96,Bobby Massie,25,ARI,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
97,Rashean Mathis,34,DET,RCB,16,16,1,41,1,41,9,2,0,0,0,0,0.0,51,42,9,0.0,0.0,0,
98,Clay Matthews,28,GNB,ROLB/RILB,16,16,1,40,0,40,9,2,0,0,0,0,11.0,61,45,16,16.0,22.0,0,PB
99,Josh Mauga,27,KAN,LILB,16,16,0,0,0,0,3,0,0,0,0,0,0.5,103,82,21,4.0,6.0,0,
100,Devin McCourty,27,NWE,FS,16,16,2,70,0,60,6,1,0,0,0,0,0.0,68,51,17,0.0,1.0,0,
101,Jason McCourty,27,TEN,RCB,16,16,3,0,0,0,11,2,0,1,62,1,0.0,85,77,8,1.0,0.0,0,
102,LeSean McCoy,26,PHI,RB,16,16,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
103,T.J. McDonald,23,STL,FS,16,16,1,20,0,20,6,0,0,1,3,0,2.0,104,84,20,8.0,2.0,0,
104,Rodney McLeod,24,STL,SS,16,16,2,1,0,1,6,2,0,2,9,0,0.0,72,62,10,3.0,0.0,0,
105,Heath Miller,32,PIT,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0.0,0.0,0,
106,Lamar Miller,23,MIA,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0.0,0.0,0,
107,Von Miller,25,DEN,LLB,16,16,0,0,0,0,2,1,0,1,2,0,14.0,60,43,17,16.0,27.0,0,"PB,AP-2"
108,Jeremy Mincey,31,DAL,RDE,16,16,0,0,0,0,0,2,0,1,0,0,6.0,37,20,17,9.0,14.0,0,
109,Mike Mitchell,27,PIT,FS,16,16,0,0,0,0,3,2,0,0,0,0,0.0,71,53,18,0.0,0.0,0,
110,Rahim Moore,24,DEN,FS,16,16,4,36,0,19,5,1,0,1,0,0,0.0,50,44,6,0.0,0.0,0,
111,Derrick Morgan,25,TEN,LOLB,16,16,0,0,0,0,7,2,0,0,0,0,6.5,63,43,20,10.0,9.0,0,
112,Alfred Morris,26,WAS,RB,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
113,C.J. Mosley,22,BAL,LILB,16,16,2,23,0,18,8,1,0,1,6,0,3.0,133,88,45,8.0,12.0,0,"PB,AP-2,AP DRoY-2"
114,Ryan Mundy,29,CHI,SS,16,16,4,52,1,45,6,0,0,1,0,0,1.0,103,75,28,1.0,1.0,0,
115,Captain Munnerlyn,26,MIN,LCB,16,16,2,1,0,1,5,0,0,1,0,0,0.0,62,52,10,2.0,0.0,0,
116,DeMarco Murray,26,DAL,RB,16,16,0,0,0,0,0,0,5,2,0,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP MVP-3,AP OPoY-1"
117,Chris Myers,33,HOU,C,16,16,0,0,0,0,0,0,1,0,-20,0,0.0,1,0,1,0.0,0.0,0,
118,Jordy Nelson,29,GNB,WR,16,16,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0.0,0.0,0,"PB,AP-2"
119,Reggie Nelson,31,CIN,FS,16,16,4,30,0,31,13,0,0,0,0,0,1.5,95,62,33,5.0,3.0,0,
120,Rob Ninkovich,30,NWE,LDE,16,16,1,11,0,11,2,0,0,1,15,1,8.0,62,45,17,11.0,16.0,0,
121,Jared Odrick,27,MIA,RDT,16,16,0,0,0,0,5,1,0,1,0,0,1.0,29,23,6,3.0,8.0,0,
122,Alec Ogletree,23,STL,LLB,16,16,2,44,0,44,12,4,0,0,0,0,0.0,111,84,27,6.0,0.0,0,
123,Greg Olsen,29,CAR,TE,16,16,0,0,0,0,0,0,1,2,-4,0,0.0,0,0,0,0.0,0.0,0,PB
124,Patrick Omameh,25,TAM,RG,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,
125,Calvin Pace,34,NYJ,ROLB,16,16,0,0,0,0,3,0,0,0,0,0,5.0,40,27,13,8.0,8.0,0,
126,Stephen Paea,26,CHI,RDT,16,16,0,0,0,0,2,2,0,0,0,0,6.0,33,24,9,9.0,12.0,0,
127,Domata Peko,30,CIN,LDT,16,16,0,0,0,0,0,0,0,0,0,0,1.0,47,27,20,2.0,1.0,0,
128,Donald Penn,31,OAK,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
129,Julius Peppers,34,GNB,LOLB,16,16,2,101,2,52,11,4,0,3,2,0,7.0,43,29,14,5.0,17.0,0,
130,Patrick Peterson,24,ARI,LCB,16,16,3,30,1,30,7,0,0,0,0,0,1.0,50,43,7,0.0,1.0,0,PB
131,Jason Pierre-Paul,25,NYG,RDE,16,16,0,0,0,0,6,3,0,1,0,0,12.5,76,54,22,16.0,21.0,0,
132,Dontari Poe,24,KAN,NT,16,16,0,0,0,0,1,0,0,0,0,0,6.0,45,37,8,4.0,8.0,0,PB
133,Glover Quin,28,DET,FS,16,16,7,117,0,56,10,0,0,0,0,0,0.0,73,57,16,2.0,0.0,0,"PB,AP-2"
134,Robert Quinn,24,STL,RDE,16,16,0,0,0,0,6,5,0,0,0,0,10.5,46,39,7,13.0,20.0,0,PB
135,Cory Redding,34,IND,LDE,16,16,0,0,0,0,1,0,0,0,0,0,3.5,35,20,15,6.0,15.0,0,
136,Darrelle Revis,29,NWE,LCB,16,16,2,0,0,0,14,1,0,1,0,0,0.0,47,41,6,2.0,0.0,0,"PB,AP-1"
137,Xavier Rhodes,24,MIN,RCB,16,16,1,0,0,0,18,0,0,0,0,0,0.0,48,39,9,5.0,0.0,0,
138,Sheldon Richardson,24,NYJ,RDE,16,16,0,0,0,0,1,1,0,1,0,0,8.0,67,42,25,11.0,21.0,1,PB
139,Chad Rinehart,29,SDG,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
140,Philip Rivers,33,SDG,QB,16,16,0,0,0,0,0,0,8,5,-18,0,0.0,0,0,0,0.0,0.0,0,
141,Brian Robison,31,MIN,LDE,16,16,0,0,0,0,2,0,0,0,0,0,4.5,25,18,7,5.0,12.0,0,
142,Aaron Rodgers,31,GNB,QB,16,16,0,0,0,0,0,0,10,5,-16,0,0.0,0,0,0,0.0,0.0,0,"PB,AP-1,AP MVP-1,AP OPoY-2"
143,Ben Roethlisberger,32,PIT,QB,16,16,0,0,0,0,0,0,9,2,-41,0,0.0,0,0,0,0.0,0.0,0,PB
144,Antrel Rolle,32,NYG,SS,16,16,3,71,0,39,9,1,0,1,0,0,0.0,87,71,16,1.0,1.0,0,
145,Matt Ryan,29,ATL,QB,16,16,0,0,0,0,0,0,5,0,-3,0,0.0,0,0,0,,,0,PB
146,Emmanuel Sanders,27,DEN,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
147,Samson Satele,30,MIA,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
148,Richard Sherman,26,SEA,LCB,16,16,4,81,0,53,8,1,0,0,0,0,0.0,57,45,12,2.0,0.0,0,"PB,AP-1"
149,Rob Sims,31,DET,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
150,Buster Skrine,25,CLE,RCB,16,16,4,34,0,30,18,0,0,0,0,0,0.0,67,55,12,0.0,0.0,0,
151,Darius Slay,23,DET,LCB,16,16,2,42,0,40,17,0,0,0,0,0,0.0,61,48,13,1.0,0.0,0,
152,Antonio Smith,33,OAK,RDT,16,16,0,0,0,0,0,1,0,0,0,0,3.0,20,18,2,7.0,6.0,0,
153,Daryl Smith,32,BAL,RILB,16,16,1,0,0,0,8,5,0,1,39,0,1.0,127,67,60,3.0,3.0,0,
154,Harrison Smith,25,MIN,FS,16,16,5,150,1,81,9,1,0,0,0,0,3.0,92,71,21,7.0,5.0,0,
155,Justin Smith,35,SFO,RDE,16,16,0,0,0,0,0,2,0,1,0,0,5.0,43,28,15,7.0,14.0,0,
156,Sean Smith,27,KAN,RCB,16,16,1,34,0,34,16,0,0,0,0,0,0.0,50,47,3,0.0,0.0,0,
157,Steve Smith Sr.,35,BAL,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
158,Nate Solder,26,NWE,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
159,Matthew Stafford,26,DET,QB,16,16,0,0,0,0,0,0,8,3,-5,0,0.0,0,0,0,0.0,0.0,0,PB
160,Zach Strief,31,NOR,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
161,Terrell Suggs,32,BAL,LOLB,16,16,0,0,0,0,1,0,0,1,0,0,12.0,61,36,25,16.0,20.0,1,
162,Ndamukong Suh,27,DET,RDT,16,16,0,0,0,0,3,0,0,0,0,0,8.5,53,44,9,21.0,20.0,0,"PB,AP-1"
163,Ryan Tannehill,26,MIA,QB,16,16,0,0,0,0,0,0,9,4,-10,0,0.0,0,0,0,0.0,0.0,0,
164,Golden Tate,26,DET,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,PB
165,Earl Thomas,25,SEA,FS,16,16,1,47,0,47,5,4,1,1,0,0,0.0,97,71,26,1.0,0.0,0,"PB,AP-1"
166,Cedric Thornton,26,PHI,RDE,16,16,0,0,0,0,2,0,0,3,40,1,1.0,51,35,16,5.0,1.0,0,
167,Lawrence Timmons,28,PIT,RILB,16,16,0,0,0,0,1,0,0,0,0,0,2.0,132,87,45,7.0,4.0,0,"PB,AP-2"
168,Levine Toilolo,23,ATL,TE,16,16,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0.0,0.0,0,
169,Desmond Trufant,24,ATL,RCB,16,16,3,19,0,19,16,0,0,1,15,0,0.0,61,53,8,1.0,0.0,0,
170,Jared Veldheer,27,ARI,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
171,Olivier Vernon,24,MIA,RDE,16,16,0,0,0,0,0,2,0,0,0,0,6.5,46,31,15,9.0,13.0,0,
172,Cameron Wake,32,MIA,LDE,16,16,0,0,0,0,3,3,0,1,0,0,11.5,38,32,6,8.0,22.0,0,"PB,AP-2"
173,Mike Wallace,28,MIA,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0.0,0.0,0,
174,J.D. Walton,27,NYG,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
175,Sammy Watkins,21,BUF,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
176,J.J. Watt,25,HOU,LDE,16,16,1,80,1,80,10,4,0,5,59,1,20.5,78,59,19,29.0,51.0,1,"PB,AP-1,AP MVP-2,AP DPoY-1"
177,Eric Weddle,29,SDG,FS,16,16,1,17,0,17,8,2,0,0,0,0,0.0,114,91,23,2.0,0.0,0,"PB,AP-1"
178,Scott Wells,33,STL,C,16,16,0,0,0,0,0,0,4,1,-33,0,0.0,0,0,0,0.0,0.0,0,
179,Donte Whitner,29,CLE,SS,16,16,1,54,0,54,4,1,0,0,0,0,0.0,106,69,37,3.0,0.0,0,PB
180,J.J. Wilcox,23,DAL,FS,16,16,3,46,0,46,5,1,1,2,11,0,0.0,74,62,12,0.0,1.0,0,
181,Vince Wilfork,33,NWE,LDT,16,16,1,1,0,1,2,0,0,0,0,0,0.0,47,24,23,2.0,1.0,0,
182,Michael Wilhoite,28,SFO,LILB,16,16,2,1,0,1,6,1,0,0,0,0,0.0,87,67,20,4.0,3.0,0,
183,Cary Williams,30,PHI,RCB,16,16,2,-1,0,0,9,0,0,0,0,0,0.0,59,55,4,2.0,0.0,0,
184,Mario Williams,29,BUF,LDE,16,16,0,0,0,0,2,2,0,0,0,0,14.5,42,36,6,19.0,18.0,0,"PB,AP-1"
185,Tramon Williams,31,GNB,LCB,16,16,3,2,0,2,13,0,0,1,0,0,0.0,70,60,10,0.0,1.0,0,
186,Russell Wilson,26,SEA,QB,16,16,0,0,0,0,0,0,11,6,-4,0,0.0,0,0,0,0.0,0.0,0,PB
187,Stefen Wisniewski,25,OAK,C,16,16,0,0,0,0,0,0,1,2,-20,0,0.0,0,0,0,0.0,0.0,0,
188,Jason Witten,32,DAL,TE,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0,PB
189,Derek Wolfe,24,DEN,LDE,16,16,0,0,0,0,1,0,0,0,0,0,1.5,35,24,11,0.0,5.0,0,
190,Eric Wood,28,BUF,C,16,16,0,0,0,0,0,0,1,0,-10,0,0.0,0,0,0,0.0,0.0,0,
191,Charles Woodson,38,OAK,FS,16,16,4,35,0,30,8,0,0,1,0,0,1.0,113,83,30,4.0,1.0,0,
192,Wesley Woodyard,28,TEN,LOLB,16,16,2,20,0,13,3,0,0,0,0,0,2.5,94,53,41,6.0,6.0,0,
193,Jason Worilds,26,PIT,LOLB,16,16,1,30,0,30,2,1,0,2,0,0,7.5,59,39,20,10.0,22.0,0,
194,Paul Worrilow,24,ATL,LLB,16,16,0,0,0,0,3,2,0,0,0,0,2.0,142,84,58,4.0,9.0,0,
195,K.J. Wright,25,SEA,RLB,16,16,0,0,0,0,4,3,0,1,0,0,2.0,107,73,34,5.0,2.0,0,
196,Jeremy Zuttah,28,BAL,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
197,Kelvin Benjamin,23,CAR,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
198,Kroy Biermann,29,ATL,RLB/LDE,16,15,0,0,0,0,2,1,0,0,0,0,4.5,75,41,34,8.0,9.0,0,
199,Bashaud Breeland,22,WAS,LCB,16,15,2,0,0,0,14,2,0,0,0,0,0.0,66,57,9,3.0,1.0,0,
200,Brent Celek,29,PHI,TE,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0,
201,Josh Chapman,25,IND,LDT,16,15,0,0,0,0,0,1,0,0,0,0,0.0,21,16,5,3.0,0.0,0,
